2015-07-01,148.672476
2015-07-02,149.59384
2015-07-03,141.164198
2015-07-04,145.612937
2015-07-05,151.495372
2015-07-06,160.742234
2015-07-07,154.147373
2015-07-08,148.860911
2015-07-09,149.532135
2015-07-10,148.374487
2015-07-11,145.311879
2015-07-12,161.476064
2015-07-13,162.094487
2015-07-14,162.050605
2015-07-15,151.989235
2015-07-16,153.778535
2015-07-17,151.494233
2015-07-18,145.816963
2015-07-19,152.532492
2015-07-20,157.454666
2015-07-21,150.171972
2015-07-22,149.541897
2015-07-23,144.103064
2015-07-24,136.380422
2015-07-25,133.951531
2015-07-26,143.817681
2015-07-27,148.411035
2015-07-28,146.099674
2015-07-29,161.641638
2015-07-30,136.648822
2015-07-31,131.697023
2015-08-01,127.190355
2015-08-02,139.119487
2015-08-03,137.409036
2015-08-04,151.451701
2015-08-05,150.381812
2015-08-06,151.661232
2015-08-07,151.518453
2015-08-08,145.254353
2015-08-09,152.23956
2015-08-10,150.036703
2015-08-11,152.812232
2015-08-12,153.955761
2015-08-13,153.464486
2015-08-14,150.248544
2015-08-15,148.954809
2015-08-16,158.274375
2015-08-17,160.869797
2015-08-18,158.093749
2015-08-19,151.358109
2015-08-20,146.749726
2015-08-21,145.025597
2015-08-22,144.2408
2015-08-23,163.309505
2015-08-24,164.491327
2015-08-25,164.452851
2015-08-26,155.374496
2015-08-27,156.413916
2015-08-28,149.914206
2015-08-29,145.510774
2015-08-30,157.754907
2015-08-31,166.277162
2015-09-01,156.937034
2015-09-02,158.601169
2015-09-03,157.630547
2015-09-04,150.611885
2015-09-05,151.151117
2015-09-06,162.415174
2015-09-07,169.077653
2015-09-08,165.248873
2015-09-09,162.482119
2015-09-10,156.543705
2015-09-11,156.699645
2015-09-12,150.833172
2015-09-13,169.134067
2015-09-14,165.657606
2015-09-15,158.982976
2015-09-16,157.353694
2015-09-17,163.342201
2015-09-18,154.80633
2015-09-19,150.12599
2015-09-20,167.435558
2015-09-21,176.659471
2015-09-22,168.812357
2015-09-23,175.807587
2015-09-24,161.348799
2015-09-25,154.84884
2015-09-26,150.54022
2015-09-27,165.804639
2015-09-28,174.610204
2015-09-29,163.208183
2015-09-30,165.359611
2015-10-01,159.729851
2015-10-02,155.795214
2015-10-03,159.221338
2015-10-04,172.337536
2015-10-05,170.531955
2015-10-06,164.037637
2015-10-07,166.40671
2015-10-08,165.90215
2015-10-09,163.346682
2015-10-10,162.959562
2015-10-11,174.807551
2015-10-12,181.003437
2015-10-13,178.014236
2015-10-14,181.375001
2015-10-15,172.466118
2015-10-16,155.746029
2015-10-17,155.426596
2015-10-18,170.015238
2015-10-19,175.443504
2015-10-20,176.143573
2015-10-21,176.395808
2015-10-22,171.589591
2015-10-23,163.46903
2015-10-24,158.471536
2015-10-25,173.615017
2015-10-26,177.435448
2015-10-27,177.844733
2015-10-28,173.554821
2015-10-29,167.300911
2015-10-30,161.036404
2015-10-31,155.072944
2015-11-01,165.271818
2015-11-02,179.109144
2015-11-03,173.602617
2015-11-04,173.112003
2015-11-05,173.084074
2015-11-06,163.135305
2015-11-07,160.246589
2015-11-08,175.51568
2015-11-09,179.421475
2015-11-10,175.594901
2015-11-11,174.41275
2015-11-12,170.172049
2015-11-13,161.695888
2015-11-14,164.022358
2015-11-15,180.621132
2015-11-16,181.868062
2015-11-17,182.733049
2015-11-18,176.478948
2015-11-19,172.565447
2015-11-20,164.625272
2015-11-21,170.373706
2015-11-22,184.697169
2015-11-23,186.522723
2015-11-24,181.409158
2015-11-25,177.216326
2015-11-26,168.996036
2015-11-27,164.612764
2015-11-28,167.663357
2015-11-29,179.406891
2015-11-30,184.49352
2015-12-01,173.646117
2015-12-02,172.110829
2015-12-03,170.904398
2015-12-04,165.383658
2015-12-05,161.666188
2015-12-06,177.078169
2015-12-07,186.939359
2015-12-08,174.571574
2015-12-09,169.804323
2015-12-10,165.447062
2015-12-11,162.505558
2015-12-12,160.705761
2015-12-13,177.156499
2015-12-14,178.890458
2015-12-15,168.066749
2015-12-16,168.040435
2015-12-17,166.087599
2015-12-18,164.489574
2015-12-19,161.847432
2015-12-20,174.047856
2015-12-21,174.412131
2015-12-22,165.007059
2015-12-23,165.738628
2015-12-24,155.818781
2015-12-25,161.236343
2015-12-26,181.728087
2015-12-27,179.218273
2015-12-28,178.557251
2015-12-29,175.313506
2015-12-30,167.921806
2015-12-31,166.705423
2016-01-01,182.017309
2016-01-02,194.359465
2016-01-03,200.097562
2016-01-04,198.959845
2016-01-05,187.263054
2016-01-06,188.006324
2016-01-07,185.596487
2016-01-08,185.589271
2016-01-09,191.662967
2016-01-10,206.566069
2016-01-11,260.60283
2016-01-12,214.903501
2016-01-13,195.717008
2016-01-14,209.004706
2016-01-15,199.299164
2016-01-16,197.564902
2016-01-17,208.146537
2016-01-18,208.067119
2016-01-19,205.162347
2016-01-20,195.518259
2016-01-21,193.38809
2016-01-22,196.909305
2016-01-23,188.554427
2016-01-24,203.675201
2016-01-25,210.515517
2016-01-26,197.911974
2016-01-27,197.396154
2016-01-28,186.711859
2016-01-29,184.707186
2016-01-30,186.858017
2016-01-31,208.279202
2016-02-01,209.597258
2016-02-02,215.143847
2016-02-03,213.326977
2016-02-04,196.514985
2016-02-05,194.17154
2016-02-06,183.149769
2016-02-07,204.065816
2016-02-08,226.685561
2016-02-09,200.927608
2016-02-10,205.208039
2016-02-11,193.416564
2016-02-12,194.17717
2016-02-13,192.276221
2016-02-14,211.466529
2016-02-15,207.519361
2016-02-16,211.01041
2016-02-17,201.956011
2016-02-18,192.152661
2016-02-19,183.651953
2016-02-20,185.16327
2016-02-21,200.941237
2016-02-22,208.283727
2016-02-23,196.004049
2016-02-24,197.209636
2016-02-25,194.521561
2016-02-26,185.454402
2016-02-27,182.381912
2016-02-28,204.120228
2016-02-29,249.667941
2016-03-01,201.047747
2016-03-02,200.563308
2016-03-03,196.834683
2016-03-04,192.450474
2016-03-05,197.200442
2016-03-06,216.100027
2016-03-07,213.313612
2016-03-08,201.873314
2016-03-09,199.18117
2016-03-10,183.324546
2016-03-11,182.088212
2016-03-12,172.942998
2016-03-13,184.862267
2016-03-14,194.108014
2016-03-15,185.886406
2016-03-16,191.61717
2016-03-17,181.108824
2016-03-18,171.774943
2016-03-19,166.883089
2016-03-20,178.636275
2016-03-21,179.926054
2016-03-22,174.347083
2016-03-23,175.254427
2016-03-24,169.890048
2016-03-25,176.172842
2016-03-26,170.90684
2016-03-27,184.801364
2016-03-28,193.986409
2016-03-29,185.982089
2016-03-30,178.310604
2016-03-31,172.608736
2016-04-01,171.239032
2016-04-02,186.060062
2016-04-03,204.487747
2016-04-04,211.473312
2016-04-05,203.423671
2016-04-06,203.797651
2016-04-07,186.282665
2016-04-08,178.55054
2016-04-09,177.459441
2016-04-10,194.964603
2016-04-11,193.293207
2016-04-12,187.243303
2016-04-13,185.296917
2016-04-14,186.238889
2016-04-15,182.63251
2016-04-16,175.727267
2016-04-17,192.603398
2016-04-18,196.053156
2016-04-19,196.112112
2016-04-20,194.539109
2016-04-21,210.332477
2016-04-22,201.599104
2016-04-23,188.065316
2016-04-24,207.086664
2016-04-25,201.48469
2016-04-26,188.651072
2016-04-27,182.713228
2016-04-28,180.64013
2016-04-29,173.168924
2016-04-30,171.841691
2016-05-01,185.741092
2016-05-02,192.639424
2016-05-03,193.802154
2016-05-04,191.476751
2016-05-05,183.1263
2016-05-06,182.792351
2016-05-07,177.553055
2016-05-08,188.560754
2016-05-09,196.590986
2016-05-10,190.891959
2016-05-11,183.070942
2016-05-12,183.806773
2016-05-13,174.725681
2016-05-14,180.077817
2016-05-15,196.927219
2016-05-16,198.547749
2016-05-17,187.898585
2016-05-18,185.542642
2016-05-19,182.410481
2016-05-20,170.974468
2016-05-21,177.694821
2016-05-22,187.118151
2016-05-23,194.26081
2016-05-24,183.104305
2016-05-25,179.406902
2016-05-26,176.607133
2016-05-27,168.733669
2016-05-28,172.405929
2016-05-29,184.408809
2016-05-30,187.837426
2016-05-31,179.873392
2016-06-01,178.197634
2016-06-02,176.254678
2016-06-03,170.047082
2016-06-04,184.567945
2016-06-05,197.272573
2016-06-06,196.423061
